ticker,rs_1m,rs_3m,rs_6m,above_50d,above_200d,range_pos_20d,move_1m_sigma,vol_20d,drawdown_1y,volume_surge,composite
CRWD,0.1882271133063934,0.3680005316703907,1.0595338437643869,0.1476008024398172,0.6170041900314809,0.8665450246905554,0.8529367027410865,0.0640768495130051,-0.03276354559114458,1.248025733527659,0.9504267668146124
RVTY,0.21050401366944682,0.41537913168987206,0.5144891406609018,0.19325277509035788,0.38201621052968204,0.8728189362864038,1.732235176536528,0.028769143568376763,-0.022353975838638074,1.206499867675284,0.9500170706725845
HPE,0.15608565500770866,0.26480733222575226,1.6190879115663632,0.16076994982084636,0.7501828517556635,0.8951587256952078,0.7447529934496139,0.05334920906680112,-0.01894538718222638,1.2661889291711368,0.9492659610788664
HNGE,0.08238441559707799,0.34702088478738324,0.971544769558998,0.09546854022563434,0.6124291509374002,1.0,0.51726914352877,0.03025908608123417,0.0,1.0507126716091533,0.9486514168658244
TNK,0.12079208951331444,0.3399213558372396,0.3513212548515696,0.19794744703551648,0.40757198900482816,1.0,0.8538378324061486,0.027442107811296267,0.0,1.3127590790076402,0.9485148514851485
AVTR,0.12133100189165791,0.6000214425859152,0.8788613477400871,0.14689410928295232,0.4728211761976937,0.7951811866467199,0.7821912228893935,0.017857937796678214,-0.021437528768825098,0.8346563258867311,0.9470809149880506
DHT,0.17366519838432126,0.29397306182472227,0.27952018160820247,0.23828221127993587,0.47582830290143563,1.0,1.40251854822064,0.022606860491850685,0.0,1.0953891795967363,0.9467395015363606
DK,0.1873307555403202,0.8708554487604041,0.6072907702952752,0.15331631657183054,0.6839320531666315,0.7542980905755162,1.0889204854458394,0.03801161066663318,-0.042060088005132834,1.4885564889363154,0.9463980880846705
CMPS,0.09380862664769796,0.19227012338703964,1.490399288292739,0.14774037029982967,0.5863193858403037,1.0,0.41324829197449875,0.04372178215069171,0.0,0.7678895478684828,0.9461932400136565
XHLD,0.29754127879911396,6.789503617981769,6.074733663704434,0.7831708102111432,2.7803770589922343,0.4487705368551669,0.18278411450678703,0.0894773359937492,-0.21468472767041558,0.8969413808747967,0.9447593035165586
VRNS,0.1344649268697512,0.40478489641500115,0.8194561821923785,0.07096858914573545,0.4310183268309129,0.9642346294751054,0.771337182503805,0.034152662425298685,-0.24877585939596192,0.9379912444497907,0.9427108228064185
SWKS,0.3057279486058374,0.2051004822846949,0.4937496573103024,0.29351931419038246,0.38031241439257735,0.9000781700175547,1.6481561890579068,0.05231925819693519,-0.028033262890372557,1.280547928640756,0.9420962785933765
NTNX,0.07653520009323922,0.4682525660050363,0.5406338830674753,0.1093716948758654,0.41329383069251313,0.9628825107028035,0.6924944638945223,0.021156682394547585,-0.10696008468080898,0.9576986860071836,0.9410720382383065
NEOG,0.07954200246543885,0.3763275782011064,0.33369241628713975,0.15720135539311353,0.3470316088943173,1.0,0.4239868534039499,0.013962214371229893,0.0,1.109587377125558,0.9407989074769546
WGS,0.27888627916852216,0.6932485885894721,0.22437099591146104,0.3075665371320806,0.23095165932871065,0.8165793775154924,1.4206484697610797,0.03270619179994121,-0.39647196464504453,0.7381118149256908,0.9403209286445886
FEIM,0.2905476722725361,0.15451957795541182,0.8368706026517634,0.25121785187656576,0.4697290252234596,0.9050000387827605,0.7750469806546554,0.10162501237424883,-0.03224709846900198,1.0243452756603955,0.9401843632639126
SBLK,0.11937658488670244,0.27724695162510815,0.3401284360603418,0.13284149886391838,0.35323312666556794,1.0,1.0024684033157438,0.02297371254310396,0.0,1.2034000088308863,0.9386138613861386
PBF,0.05396140035062558,1.0576552153259595,0.5050512700425052,0.12242946785323805,0.6866898835589113,0.9058523728450522,0.22323907132515966,0.03903441148643554,-0.01417625245324483,1.0927009178471623,0.9380675998634345
GH,0.1077832491174161,0.34118775197211115,0.8531350779442306,0.11370912143467193,0.4913771092983481,0.8553654337423305,0.6205449643273044,0.029823744317060613,-0.02031677278372135,0.7270180847376069,0.9372482075793785
NUTX,0.10490364696912902,0.3671964304953641,1.0451228525451923,0.16387507839611937,0.4406118068465923,0.7289184215768045,0.41499584410254436,0.02768144257762432,-0.03927299566069731,1.0642043907158518,0.9368385114373506
ETH,0.2661174638408529,0.5357258054858822,0.08296237506182313,0.23895224569993245,0.17049380202950792,1.0,1.7881803557840668,0.029487526445142985,-0.43367065383688774,1.3810564416469662,0.9363605326049846
TWLO,0.10860507860718294,0.2897502611965903,0.7541627079192601,0.10616135057373399,0.44946745339998073,0.8985197367359882,0.532963141538168,0.027868276843436884,-0.047313931450448266,0.8528117345595988,0.9363605326049846
SBET,0.3302046581731023,0.7474655354107118,0.05688750351388405,0.3100008927585589,0.25557291301733165,1.0,1.4035759871906848,0.057989437801566346,-0.514033238425224,0.9842698636177811,0.9360191191532946
HZO,0.016094039263571225,0.48384229565611436,0.935969307056784,0.17083605602808039,0.5791039550980743,1.0,0.023277477440313697,0.0019203720023199284,0.0,1.1918572356293882,0.9341754865141686
ETHA,0.26399117735343036,0.52656347136086,0.07211279365178513,0.23754380968815458,0.1617548263961035,1.0,1.7467084364678915,0.029914813243144284,-0.44341996181252585,1.3251025652919484,0.9334926596107888
